buy_amount,buy_price,sell_amount,sell_price
0.58,6651,0.01042997,9036
0.01654,6650.5,0.0004,9037.4
2.018808,6650,0.04394,9040
0.44077751,6649.8,0.0488,9040.2
0.024064,6649,0.01,9040.4
1.7581377,6648.2,0.01185154,9041
0.04,6648,0.10297301,9041.4
2.6,6647.6,0.287,9042.7
0.01,6646.9,0.02197,9043
0.0005,6646.1,0.0409,9043.7
0.00832372,6646,50,9044
0.1,6645.2,0.20266736,9045
1.80438336,6644.8,1.1508,9046
0.00752501,6644.5,0.019139,9049
3.6,6643.4,0.03220943,9050
0.2,6643,0.00045666,9051.3
1.25676693,6641.3,0.04,9051.6
1.3061698,6641,1.11118293,9052.8
0.28109559,6640,0.04688,9053
3.156266,6639,0.0004,9053.6
0.012,6638,0.02197,9054
1.01371659,6637.9,0.04,9055
0.47056358,6636.5,0.01,9055.6
1.19704718,6634.4,0.001,9057.4
0.06,6632.4,0.71480549,9060
0.00754006,6631.2,0.1,9063.4
1.44712367,6631,0.05,9065
4.2764,6630,0.004,9065.2
0.1,6627.9,0.002,9065.7
1.89339325,6627.5,0.105,9066
0.03121465,6625.3,0.01653,9066.9
0.00754761,6624.6,0.46,9067.4
1.89476623,6624.1,0.062285,9068
0.04,6624,0.01088198,9068.7
0.50515386,6623.3,0.001,9069.1
0.03020208,6622.1,0.1386,9070
0.00375627,6621.9,0.001,9071.3
0.21,6621,0.0625,9073
1.20540011,6620.6,0.02979717,9074
1.03433,6620,0.03070196,9077.9
0.05,6619,0.00133,9078
0.16555515,6618,0.0004,9078.6
1.18702988,6617.2,0.05,9079
0.2,6617,0.17,9080
0.501169,6615.6,0.006,9080.1
0.08418432,6615,0.002,9082.3
1.40653086,6613.7,0.01,9083.5
0.01364829,6613,0.00796002,9083.7
0.01339,6612.1,0.01579,9084.4
0.032575,6611.9,0.035,9084.8
0.025646,6611.5,0.205,9085
0.624,6610.8,0.025,9085.8
0.1,6610.5,1.1460892,9086.8
1.47175091,6610.3,0.43,9087
2.58295235,6610,1.4,9088
1,6609.6,0.00371292,9089
0.13040353,6608.6,0.19,9089.8
0.02,6608,0.0004,9091.3
0.44109161,6607.1,100,9091.6
0.5,6607,0.457984,9094.6
1.54410326,6606.8,0.05,9095
0.02,6606.4,0.02865306,9095.2
0.05,6605,0.035,9095.5
1.73953931,6603.4,0.03458092,9096
4.81651058,6603.3,1,9096.9
0.0008,6601.7,0.09701,9098
2.412,6601,0.13443367,9099
11.06565438,6600,51.71159462,9100
0.00338882,6597.7,0.01265094,9101
0.0304,6597,0.01133399,9101.3
0.58394283,6596.7,0.01008239,9103.7
0.01155,6596,0.04,9105
0.01,6595.3,0.1,9106
0.47159866,6594.4,0.0004109,9107
0.04282,6590,0.025,9107.6
0.188652,6589.9,0.0004,9109.9
0.2926232,6589.5,0.25,9111
0.00789425,6588.4,0.10750891,9111.6
0.301518,6588,0.0004,9111.9
9.41444548,6586.5,0.0004,9113
2.6,6585.4,0.00045,9114.1
0.02,6585,0.006234,9114.4
0.05,6584.9,0.0004,9115.5
0.62333731,6583.4,0.002,9115.7
0.02938088,6582.8,0.0004,9117.3
0.000477,6582.5,0.01,9118
0.50552066,6581.6,0.0004,9120.5
0.152,6581,1.18099548,9120.9
4.25591193,6580,0.0004,9121.5
0.05,6579.1,0.46,9121.9
0.01,6577.6,0.0004,9122.7
0.13304731,6577.1,4,9123
0.9795869,6576.8,0.01,9123.1
5.32633621,6576.7,0.00042066,9123.5
0.221542,6576.2,0.0004,9123.8
0.07,6575,0.0004,9125.9
0.00342137,6573.6,0.0090685,9126.3
0.01,6573.3,0.0004,9127.7
0.04615549,6573,0.00373,9128
0.02,6572,0.0004,9128.7
0.004,6571,0.005,9129
0.6627318,6570.2,1,9129.2
0.52,6570,0.0004,9129.8
0.038,6569.7,0.001,9129.9
0.00777454,6569.4,0.13,9130
0.00436071,6569.3,0.05,9131
0.54285764,6568.9,0.0004,9131.2
0.01571072,6566.7,0.002,9132.3
0.01,6566.6,0.1004,9133
1,6566,1.1,9133.8
0.02,6563,0.01178601,9133.9
2,6562.3,0.0004,9134.2
0.03166429,6562.1,0.0004,9135.9
0.03152489,6560.1,0.0004,9137.6
0.242,6560,0.0004,9138.7
0.01,6559,0.0004,9140.4
0.00103115,6558.6,0.0004,9141.8
0.2,6558,0.01,9142
0.70212628,6556.9,0.0004,9143
3.57292029,6556.3,50.0136,9144
0.58019462,6556.1,0.0004,9144.1
0.02,6556,0.01,9144.4
0.0004,6555.8,0.099179,9145
0.04640152,6555.6,0.005,9145.1
0.5005,6555,0.00046017,9145.5
0.01,6551.3,0.0004,9146
0.16,6551,0.0004,9147.1
0.00067181,6550.1,0.0004,9148.6
12.04546255,6550,1.99999998,9149
0.00345392,6549.4,0.05,9149.5
0.15085679,6549.2,0.0004,9149.6
0.01,6546,2.76406029,9150
0.13569109,6545.7,0.01,9150.6
0.0548,6544,0.0004,9150.8
0.74152076,6543.6,0.0004,9152.5
0.61753159,6543.3,0.95082735,9153.1
0.01,6542.3,0.0004,9154
0.03116771,6541.4,0.035,9154.8
0.04,6539.1,1.21590175,9154.9
0.1,6538,2.1413,9155
0.035,6537,0.034617,9155.8
0.89,6535.1,1.44247212,9156.2
0.2,6535,0.00303473,9157
0.025,6533.3,0.0004,9158
0.10369297,6533,0.0004,9158.7
0.07654547,6532,0.023975,9159
0.32954545,6531,0.40792308,9159.3
0.65526857,6530.6,0.68332033,9160
0.78091525,6530.4,0.0004,9160.3
3.6,6529.8,0.0004,9161.8
0.02898,6529.7,0.0005,9162
0.06783087,6527.9,1.73799004,9162.5
0.0031,6527,0.0004,9162.9
0.0431694,6526.3,0.0004,9164.2
1,6526,0.72840917,9164.3
0.00348647,6525.3,0.84563058,9165.6
0.01,6524.9,0.002,9165.7
0.01,6524.6,0.1,9166
0.04,6524,0.0004,9166.1
0.00585227,6523.9,0.01223802,9166.5
0.00810575,6523.1,0.0004,9167.2
0.02,6523,0.0004,9168.3
2.6,6522.1,1.51018454,9168.7
0.06,6522,0.01017698,9169
0.1,6521.4,0.0004,9169.8
15,6521.2,0.01,9170
0.03206113,6520.7,0.0004,9171
0.143664,6520.1,1.43562282,9171.8
0.212162,6520,0.0004,9172.6
0.18,6518.4,0.005,9173
0.69220554,6517.8,0.4321039,9173.1
0.03525372,6517.4,0.0004,9174.3
0.82030973,6517.1,1.65426339,9175
0.02365,6515,0.0004,9175.5
0.1,6514.8,0.1,9177
0.13833488,6514.3,0.0004,9177.4
0.019959,6513.3,0.56788049,9177.5
0.001,6512.7,0.00133,9178
0.04251653,6512.1,1.36881277,9178.1
1.1213,6512,0.01,9178.2
0.01765586,6511.1,0.0004,9178.8
0.01052,6511,0.4701935,9180
0.6245,6510,0.07484494,9181
0.2,6508.5,0.90144478,9181.2
0.04,6508.1,0.7106028,9181.8
0.3,6507.8,1,9182
0.00058797,6507.5,0.002,9182.3
0.03,6507.1,0.0004,9183.7
0.01,6506.9,0.47440639,9184.3
0.01,6506.5,0.00777454,9184.6
1.59947852,6505,0.0004,9184.8
1,6504.7,0.02865306,9185.7
0.85970422,6503.8,0.60866946,9186.2
6.318947,6502,0.0004,9186.4
0.5384,6501.2,0.01418761,9186.7
0.00451902,6501.1,0.40739586,9187.5
2.55390903,6501,0.0004,9187.8
64.33329688,6500,1.25120802,9188.9
0.55,6498.3,0.02,9189
0.00106838,6496.6,0.999,9190
0.01,6496.3,0.0004,9190.1
0.015,6496,1.76723644,9190.6
1.47778201,6495.4,0.0004,9191.2
0.00371572,6493,0.01,9192
0.79768543,6492.3,0.00583437,9192.2
0.3,6492,0.0004,9192.3
0.8990987,6490.5,0.001,9192.9
0.4195806,6490,0.005,9193.5
0.01,6489.3,1.87252989,9193.7
0.2,6489,0.0004,9193.9
0.126473,6488,0.35,9194.6
0.01,6487,0.0004,9195.1
0.0076,6486,0.018796,9196
0.11181478,6485.7,0.0004,9196.6
0.2,6483.8,1.17385109,9196.8
0.14097866,6482.9,0.1125,9197
0.03,6482.8,0.0004,9197.7
0.2,6482,0.0608,9198
0.025,6481.9,0.00049839,9198.2
1,6480.6,0.0004,9198.9
4.87508999,6480,0.042,9199
0.80421647,6479.5,0.02269003,9199.1
0.2,6479,0.3,9199.2
0.00442203,6478.2,23.75500648,9200
0.02,6478,0.0004,9200.1
0.1,6477.8,0.0004,9200.3
2.6,6477.7,0.016,9201
0.93849318,6477.3,0.0004,9201.3
0.00355156,6477,0.0004,9202.8
0.10376,6475,1.54814042,9203.1
0.2,6472,0.0004,9204.2
0.01,6471.6,0.04,9205
0.0675806,6470,0.0004,9205.5
0.01,6469.8,0.01,9205.7
0.84743545,6466.7,1.29933326,9206.2
0.01,6466.6,0.0004,9207.1
0.005,6466,0.0004,9208.5
0.99230028,6464,1.04960226,9209.3
0.00139,6462.1,0.0004,9209.7
0.0675806,6460,0.07984494,9211.2
0.15085679,6458.1,0.0004,9211.3
0.00831725,6457.9,0.0556443,9212
0.018,6457,1.37878961,9212.5
1.4887,6456,0.00261872,9213
0.02094763,6455.6,0.0004,9213.2
0.04425306,6454.5,0.0004,9214.3
0.87889042,6454,0.001,9215
0.01,6453.9,1.00056039,9215.6
0.00373875,6453,0.002,9215.7
0.00358411,6452.8,0.025,9216.2
0.3,6452,0.3,9216.4
0.14362245,6451.4,0.0004,9216.9
0.21,6451,0.00042066,9217.6
