设计师,广州市一横一竖信息科技有限公司,大专,4K-6K,"['全勤奖', '五险一金', '年底双薪', '员工旅游', '周末双休']",1-3年
项目经理-广州,广州安裕物业管理有限公司,大专,6K-8K,['五险一金'],10年以上
媒介执行专员（第三方合同）,群邑（上海）广告有限公司,大专,3.5K-4K,"['节日福利', '五险一金', '带薪年假', '餐补', '年底双薪']",不限
3d模型讲师（住宿+五险一金+绩效+无责任底薪）sy,广州潭州教育网络科技有限公司,学历不限,8K-10K,"['五险一金', '绩效奖金', '节日福利', '员工旅游', '带薪试岗']",不限
分公司理赔部经理,都邦财产保险股份有限公司广东分公司,本科,10K-15K,"['五险一金', '餐补', '周末双休', '定期体检', '带薪年假']",不限
生信工程师,广州燃石医学检验所有限公司,学历不限,8K-15K,[],不限
外贸业务员,广州市君盘实业股份有限公司,大专,8K-10K,"['包住', '包吃', '五险一金', '绩效奖金', '股票期权']",1-3年
园建施工员,广东粤汉生态建设有限公司,大专,6K-8K,"['绩效奖金', '包吃', '包住', '年底双薪', '弹性工作']",1-3年
外贸业务员,广州市酷迪五金制品有限公司,大专,8K-10K,"['五险一金', '绩效奖金', '全勤奖', '交通补助', '带薪年假']",不限
品类主管,延长壳牌(广东)石油有限公司,本科,10K-15K,"['节日福利', '五险一金', '绩效奖金', '带薪年假', '补充医疗保险']",不限
资料员,广东省城规建设监理有限公司,大专,4K-6K,"['带薪年假', '年底双薪', '绩效奖金']",不限
车间主任,深圳市朗坤环境集团股份有限公司,学历不限,8K-12K,"['绩效奖金', '包住', '餐补', '通讯补助', '带薪年假']",3-5年
私房菜厨师,十二书院(广州)文化传播有限公司,中专,4K-7K,"['全勤奖', '节日福利', '餐补', '绩效奖金']",1-3年
外贸跟单（金属）,广州美联金属有限公司,学历不限,4K-8K,"['周末双休', '出国游', '年底双薪']",3-5年
实施工程师,深圳科迪新汇信息科技有限公司广州分公司,大专,7K-8K,"['弹性工作', '五险一金', '周末双休', '餐补', '定期体检']",3-5年
视频制作,广州市梦妆化妆品有限公司,大专,5K-7K,[],1-3年
设计经理,广州市蔻波生物科技有限公司,本科,8K-10K,"['五险一金', '年底双薪', '全勤奖', '带薪年假', '补充医疗保险']",3-5年
云业务销售顾问,广东瑞普科技股份有限公司,大专,8K-10K,"['节日福利', '五险一金', '绩效奖金', '带薪年假', '周末双休']",1-3年
园林土建施工主管,广州市嘉福园林建设有限公司,大专,8K-10K,"['五险一金', '年底双薪', '绩效奖金', '包吃', '包住']",3-5年
水族设备销售,广州迈光电子科技股份有限公司,学历不限,4.5K-9K,"['五险一金', '绩效奖金', '带薪年假', '全勤奖', '节日福利']",1-3年
资料员,广州筑本建材有限公司,大专,4K-6K,"['绩效奖金', '周末双休', '交通补助', '通讯补助', '弹性工作']",不限
外贸业务员,钻石星(广州)家居饰品有限公司,大专,6K-8K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '全勤奖']",1-3年
监理员（实习生）,广州穗科建设管理有限公司,大专,2K-2.5K,"['包住', '包吃']",无经验
电商资深运营,广州市谷膳好贸易有限公司,大专,6K-8K,"['五险一金', '定期团建', '节日福利', '绩效奖金', '弹性工作']",3-5年
园建、绿化技术主管,广东粤汉生态建设有限公司,大专,15K-20K,"['绩效奖金', '包吃', '包住', '年底双薪', '弹性工作']",5-10年
后期制作,广州至爱智家科技有限公司,大专,5K-9K,"['五险一金', '年底双薪', '餐补', '带薪年假', '定期体检']",1-3年
C4D+AE影视特效,广州创一网络传媒有限公司,大专,7K-10K,"['五险一金', '绩效奖金', '加班补助', '全勤奖', '交通补助']",1-3年
安全工程师,深圳市朗坤环境集团股份有限公司,大专,8K-10K,"['绩效奖金', '包住', '餐补', '通讯补助', '带薪年假']",3-5年
房地产结构设计师,广州翔元商贸有限公司,本科,10K-15K,[],1-3年
创作组长（美术）,广州金燕达观文化传播有限公司,学历不限,10K-15K,"['年底双薪', '绩效奖金', '交通补助', '餐补', '带薪年假']",3-5年
美工设计师,广州美仁国技能培训有限公司,大专,6K-8K,"['绩效奖金', '节日福利', '创业公司']",1-3年
物业管理经理,广州联合文化发展有限公司,大专,8K-12K,"['五险一金', '交通补助', '餐补', '通讯补助', '免费班车']",3-5年
