python,深圳前海招文天下金融服务有限公司,大专,15K-20K,"['五险一金', '弹性工作', '年终分红', '周末双休', '公司重点项目']",3-5年
python,深圳德科共赢创投合伙企业(有限合伙),大专,10K-15K,"['五险一金', '年底双薪', '带薪年假', '节日福利', '公司重点项目']",3-5年
python开发工程师,深圳市合元科技有限公司,本科,10K-18K,"['绩效奖金', '股票期权', '定期体检', '免费班车', '五险一金']",3-5年
信息安全Python研发工程师,深圳市能信安科技股份有限公司,本科,15K-25K,"['五险一金', '绩效奖金', '带薪年假', '弹性工作', '节日福利']",不限
python服务端开发工程师,深圳佑驾创新科技有限公司,本科,15K-30K,"['绩效奖金', '带薪年假', '周末双休']",3-5年
python,深圳德科共赢创投合伙企业(有限合伙),大专,10K-15K,"['五险一金', '带薪年假', '节日福利', '公司重点项目', '大牛带队']",3-5年
Python工程师,深圳市凹凸微科科技有限公司,本科,15K-20K,"['五险一金', '年底双薪', '餐补', '包住', '带薪年假']",1-3年
python,深圳德科共赢创投合伙企业(有限合伙),本科,10K-15K,"['五险一金', '带薪年假', '节日福利', '公司重点项目', '大牛带队']",3-5年
python开发工程师,赞同科技股份有限公司,本科,6K-12K,"['餐补', '五险一金', '通讯补助']",不限
Python开发工程师（深圳）,深圳市前海谷雨网络科技有限公司,大专,8K-15K,"['五险一金', '绩效奖金', '带薪年假', '弹性工作', '补充医疗保险']",1-3年
python运维开发工程师,深圳市智慧盾科技有限公司,大专,10K-15K,"['五险一金', '年底双薪', '带薪年假', '节日福利', '员工旅游']",3-5年
python开发(J12902),银雁科技服务集团股份有限公司,本科,10K-15K,"['五险一金', '绩效奖金', '不加班', '节日福利', '高温补贴']",不限
ETL工程师(熟悉Python）,深圳盈富斯科技有限公司,本科,10K-20K,"['每年多次调薪', '年底双薪', '五险一金', '绩效奖金', '弹性工作']",1-3年
python开发工程师,深圳合生网络科技有限公司,本科,15K-20K,[],3-5年
